Postcode,Ward,Longitude,Latitude
OX3 9UW,Forest Hill & Holton Ward,-1.21273172,51.79297006
OX3 9UX,Forest Hill & Holton Ward,-1.18025835,51.79821475
OX3 9UY,Forest Hill & Holton Ward,-1.17996969,51.79493989
OX3 9UZ,Forest Hill & Holton Ward,-1.17626135,51.7939339
OX3 9XA,Forest Hill & Holton Ward,-1.17258874,51.79177714
OX331AD,Launton & Otmoor Ward,-1.14537065,51.80418829
OX331AE,Launton & Otmoor Ward,-1.13970093,51.80717706
OX331AF,Forest Hill & Holton Ward,-1.17868714,51.78491455
OX331AG,Forest Hill & Holton Ward,-1.1764923,51.78682334
OX331AH,Forest Hill & Holton Ward,-1.16740003,51.78851259
OX331AJ,Forest Hill & Holton Ward,-1.16743385,51.78982557
OX331AL,Forest Hill & Holton Ward,-1.16382438,51.7921377
OX331AN,Launton & Otmoor Ward,-1.14106244,51.80727691
OX331AP,Launton & Otmoor Ward,-1.14807395,51.81004328
OX331AQ,Forest Hill & Holton Ward,-1.16932717,51.79015366
OX331AR,Launton & Otmoor Ward,-1.14504802,51.80974259
OX331AS,Launton & Otmoor Ward,-1.13960314,51.8077428
OX331AT,Launton & Otmoor Ward,-1.13852772,51.80785182
OX331AU,Launton & Otmoor Ward,-1.1360381,51.80758182
OX331AW,Launton & Otmoor Ward,-1.14334324,51.80708674
OX331AX,Launton & Otmoor Ward,-1.13422718,51.80746961
OX331AY,Launton & Otmoor Ward,-1.13644117,51.80698236
OX331BA,Launton & Otmoor Ward,-1.13445833,51.80676099
OX331BB,Launton & Otmoor Ward,-1.13250399,51.80656678
OX331BD,Launton & Otmoor Ward,-1.13228352,51.80596273
OX331BE,Launton & Otmoor Ward,-1.1311629,51.80616127
OX331BF,Launton & Otmoor Ward,-1.14337095,51.80256429
OX331BG,Launton & Otmoor Ward,-1.12916716,51.8058588
OX331BH,Launton & Otmoor Ward,-1.12719534,51.80507094
OX331BJ,Launton & Otmoor Ward,-1.1207239,51.79999661
OX331BL,Launton & Otmoor Ward,-1.1316064,51.80723451
OX331BN,Launton & Otmoor Ward,-1.12970308,51.80815555
OX331BP,Launton & Otmoor Ward,-1.12769227,51.80938148
OX331BQ,Launton & Otmoor Ward,-1.12790383,51.80518409
OX331BS,Launton & Otmoor Ward,-1.13425761,51.81572388
OX331BU,Launton & Otmoor Ward,-1.12779786,51.80842019
OX331BW,Launton & Otmoor Ward,-1.12875672,51.80909265
OX331BX,Launton & Otmoor Ward,-1.12404286,51.81132348
OX331BY,Launton & Otmoor Ward,-1.12274427,51.81619606
OX331BZ,Launton & Otmoor Ward,-1.125719,51.8094118
OX331DA,Launton & Otmoor Ward,-1.12015574,51.81502586
OX331DD,Launton & Otmoor Ward,-1.12339892,51.81086912
OX331DE,Oakley Ward,-1.11080769,51.8212045
OX331DF,Launton & Otmoor Ward,-1.11394856,51.81789243
OX331DG,Oakley Ward,-1.10950345,51.81818258
OX331DH,Launton & Otmoor Ward,-1.14017691,51.80807967
OX331DN,Forest Hill & Holton Ward,-1.16521409,51.78047679
OX331DP,Wheatley Ward,-1.13816177,51.74868585
OX331DT,Forest Hill & Holton Ward,-1.1545031,51.76721889
OX331DU,Forest Hill & Holton Ward,-1.15629864,51.76729472
OX331DW,Wheatley Ward,-1.11921192,51.74360913
OX331DX,Forest Hill & Holton Ward,-1.15671766,51.76736067
OX331DY,Forest Hill & Holton Ward,-1.15517326,51.76625263
OX331DZ,Forest Hill & Holton Ward,-1.15430576,51.76614749
OX331EA,Forest Hill & Holton Ward,-1.15577883,51.76486332
OX331EB,Forest Hill & Holton Ward,-1.15730961,51.76358853
OX331EF,Forest Hill & Holton Ward,-1.15450382,51.76485416
OX331EG,Forest Hill & Holton Ward,-1.15804976,51.76274864
OX331EH,Forest Hill & Holton Ward,-1.15228113,51.76669937
OX331EJ,Forest Hill & Holton Ward,-1.15232057,51.76614219
OX331EL,Forest Hill & Holton Ward,-1.15121079,51.76581948
OX331EN,Forest Hill & Holton Ward,-1.15146621,51.76533579
OX331EP,Forest Hill & Holton Ward,-1.14531067,51.76133499
OX331EQ,Forest Hill & Holton Ward,-1.15864756,51.76332837
OX331ER,Haseley Brook Ward,-1.10960201,51.74028185
OX331ES,Forest Hill & Holton Ward,-1.14968541,51.76525099
OX331ET,Forest Hill & Holton Ward,-1.16320794,51.77530148
OX331EU,Forest Hill & Holton Ward,-1.16334087,51.77516755
OX331EW,Forest Hill & Holton Ward,-1.1503147,51.76492287
OX331EX,Forest Hill & Holton Ward,-1.16251934,51.77726568
OX331EY,Forest Hill & Holton Ward,-1.16237125,51.77743546
OX331EZ,Forest Hill & Holton Ward,-1.16101491,51.77788435
OX331FF,Wheatley Ward,-1.13278214,51.7482147
OX331FG,Forest Hill & Holton Ward,-1.15232498,51.77132126
OX331FH,Wheatley Ward,-1.13534541,51.74673201
OX331FL,Wheatley Ward,-1.13534541,51.74673201
OX331FN,Wheatley Ward,-1.13192521,51.74757899
OX331FQ,Wheatley Ward,-1.13478624,51.74870602
OX331FU,Wheatley Ward,-1.13962455,51.74641274
OX331FW,Garsington & Horspath Ward,-1.16708156,51.73730436
OX331FY,Forest Hill & Holton Ward,-1.13744663,51.7558108
OX331GX,Haseley Brook Ward,-1.08906096,51.7347296
OX331HA,Forest Hill & Holton Ward,-1.1604597,51.77734091
OX331HB,Forest Hill & Holton Ward,-1.16252869,51.77832673
OX331HD,Forest Hill & Holton Ward,-1.16324304,51.77888928
OX331HE,Forest Hill & Holton Ward,-1.16539751,51.77839209
OX331HF,Forest Hill & Holton Ward,-1.16543256,51.78120664
OX331HG,Forest Hill & Holton Ward,-1.16667408,51.78148518
OX331HH,Forest Hill & Holton Ward,-1.15927725,51.78091101
OX331HJ,Forest Hill & Holton Ward,-1.1491927,51.78297843
OX331HL,Forest Hill & Holton Ward,-1.1391887,51.79066517
OX331HN,Forest Hill & Holton Ward,-1.15773747,51.78186208
OX331HP,Forest Hill & Holton Ward,-1.15445501,51.76591479
OX331HQ,Forest Hill & Holton Ward,-1.16192948,51.78093895
OX331HR,Forest Hill & Holton Ward,-1.16255384,51.77775146
OX331HS,Forest Hill & Holton Ward,-1.18136322,51.77562714
OX331HT,Forest Hill & Holton Ward,-1.0885215,51.73923015
OX331HU,Wheatley Ward,-1.13944159,51.74918076
OX331HW,Forest Hill & Holton Ward,-1.1646219,51.7787912
OX331HX,Forest Hill & Holton Ward,-1.1280905,51.74888135
OX331HY,Wheatley Ward,-1.14093321,51.74156694
OX331HZ,Garsington & Horspath Ward,-1.15145109,51.73445018
OX331JA,Garsington & Horspath Ward,-1.15479894,51.73430345
OX331JB,Garsington & Horspath Ward,-1.16085567,51.73645084
OX331JD,Garsington & Horspath Ward,-1.16903306,51.737498
OX331JE,Wheatley Ward,-1.12030786,51.74236752
OX331JF,Garsington & Horspath Ward,-1.1709232,51.73788
OX331JG,Wheatley Ward,-1.12119925,51.74270688
OX331JH,Wheatley Ward,-1.11786258,51.74224131
OX331JJ,Haseley Brook Ward,-1.11099395,51.74093976
OX331JL,Haseley Brook Ward,-1.10989709,51.74147994
OX331JN,Haseley Brook Ward,-1.09834312,51.73983638
OX331JP,Haseley Brook Ward,-1.08590133,51.73773521
OX331JQ,Wheatley Ward,-1.13278342,51.73831514
OX331JR,Forest Hill & Holton Ward,-1.0805118,51.74497627
OX331JS,Forest Hill & Holton Ward,-1.08006534,51.74627655
OX331JT,Forest Hill & Holton Ward,-1.07843542,51.74665042
OX331JU,Forest Hill & Holton Ward,-1.0770801,51.74634308
OX331JW,Forest Hill & Holton Ward,-1.08959196,51.73929239
OX331JX,Forest Hill & Holton Ward,-1.08402104,51.74477887
OX331JY,Forest Hill & Holton Ward,-1.08797538,51.74837022
OX331JZ,Forest Hill & Holton Ward,-1.08890545,51.75182116
OX331LA,Forest Hill & Holton Ward,-1.09062899,51.75328213
OX331LB,Forest Hill & Holton Ward,-1.09268917,51.75385551
OX331LD,Forest Hill & Holton Ward,-1.09461607,51.7553
OX331LE,Forest Hill & Holton Ward,-1.09603985,51.75655177
OX331LF,Forest Hill & Holton Ward,-1.09459894,51.75832999
OX331LG,Forest Hill & Holton Ward,-1.09893757,51.75800366
OX331LH,Wheatley Ward,-1.12191894,51.74144446
OX331LJ,Haseley Brook Ward,-1.09719137,51.73803823
OX331LQ,Forest Hill & Holton Ward,-1.10960006,51.76984565
OX331LT,Wheatley Ward,-1.1349099,51.74678276
OX331LU,Wheatley Ward,-1.13297729,51.74710121
OX331LZ,Wheatley Ward,-1.13689878,51.74730989
OX331NA,Wheatley Ward,-1.13896931,51.74811632
OX331NB,Wheatley Ward,-1.14044526,51.74819905
OX331ND,Wheatley Ward,-1.13914115,51.74974502
OX331NE,Wheatley Ward,-1.1398452,51.75081116
OX331NG,Wheatley Ward,-1.14126007,51.74953573
OX331NH,Wheatley Ward,-1.1392791,51.74782187
OX331NJ,Wheatley Ward,-1.14292943,51.74858582
OX331NL,Wheatley Ward,-1.14768358,51.74689403
OX331NN,Wheatley Ward,-1.14503855,51.74812464
OX331NQ,Wheatley Ward,-1.14197898,51.74905544
OX331NR,Wheatley Ward,-1.14380712,51.74813366
OX331NS,Wheatley Ward,-1.15125619,51.74639837
OX331NT,Wheatley Ward,-1.15323206,51.74530668
OX331NU,Wheatley Ward,-1.15201485,51.74688039
OX331NW,Wheatley Ward,-1.14546672,51.74769616
OX331NX,Wheatley Ward,-1.15825211,51.7464127
OX331NY,Forest Hill & Holton Ward,-1.16616268,51.74867199
OX331NZ,Wheatley Ward,-1.15464363,51.74573044
OX331PA,Wheatley Ward,-1.14041695,51.74892715
OX331PB,Wheatley Ward,-1.14071986,51.75128511
OX331PE,Forest Hill & Holton Ward,-1.10745825,51.74985046
OX331PH,Wheatley Ward,-1.14502271,51.74819645
OX331PJ,Garsington & Horspath Ward,-1.16755907,51.73732573
OX331PN,Forest Hill & Holton Ward,-1.13060908,51.74973619
OX331PP,Forest Hill & Holton Ward,-1.11338336,51.74687417
OX331PR,Forest Hill & Holton Ward,-1.12419205,51.75271868
OX331PS,Forest Hill & Holton Ward,-1.13068102,51.75655222
OX331PT,Forest Hill & Holton Ward,-1.13087001,51.75802821
OX331PU,Forest Hill & Holton Ward,-1.13138394,51.75842764
OX331PW,Forest Hill & Holton Ward,-1.12139909,51.74957783
OX331PX,Forest Hill & Holton Ward,-1.12840014,51.75913386
OX331PY,Forest Hill & Holton Ward,-1.12952026,51.75965467
OX331PZ,Forest Hill & Holton Ward,-1.13362666,51.75555793
OX331QA,Forest Hill & Holton Ward,-1.1331158,51.75348614
OX331QB,Forest Hill & Holton Ward,-1.13272988,51.75396883
OX331QD,Forest Hill & Holton Ward,-1.13832631,51.76059169
OX331QE,Wheatley Ward,-1.13076568,51.74761537
OX331QF,Forest Hill & Holton Ward,-1.13678388,51.75561712
OX331QG,Forest Hill & Holton Ward,-1.13796739,51.75433104
OX331QH,Forest Hill & Holton Ward,-1.13682219,51.75436759
OX331QL,Forest Hill & Holton Ward,-1.1403025,51.75266674
OX331QN,Wheatley Ward,-1.14640409,51.75483316
OX331QP,Forest Hill & Holton Ward,-1.15427716,51.75139239
OX331QQ,Forest Hill & Holton Ward,-1.13800646,51.75380083
OX331QR,Forest Hill & Holton Ward,-1.15480099,51.75437232
OX331QS,Forest Hill & Holton Ward,-1.15507315,51.75609164
OX331QT,Forest Hill & Holton Ward,-1.16081077,51.75685204
OX331QU,Forest Hill & Holton Ward,-1.1571801,51.75964937
OX331QW,Forest Hill & Holton Ward,-1.15265649,51.75516611
OX331QX,Haseley Brook Ward,-1.10493386,51.74051613
OX331QZ,Forest Hill & Holton Ward,-1.13679673,51.75342331
OX331RA,Wheatley Ward,-1.13534541,51.74673201
OX331RG,Garsington & Horspath Ward,-1.16610999,51.73973414
OX331RH,Garsington & Horspath Ward,-1.16831106,51.73974974
OX331RJ,Garsington & Horspath Ward,-1.17080308,51.74048667
OX331RL,Garsington & Horspath Ward,-1.16925982,51.74171659
OX331RN,Garsington & Horspath Ward,-1.16944529,51.7410795
OX331RP,Garsington & Horspath Ward,-1.17308605,51.73839876
OX331RQ,Garsington & Horspath Ward,-1.16878753,51.73825155
OX331RR,Garsington & Horspath Ward,-1.17189786,51.74001784
OX331RS,Garsington & Horspath Ward,-1.16858369,51.74067779
OX331RT,Garsington & Horspath Ward,-1.17454948,51.73756386
OX331RU,Garsington & Horspath Ward,-1.1732523,51.73960478
OX331RW,Garsington & Horspath Ward,-1.17124342,51.73937484
OX331RX,Garsington & Horspath Ward,-1.17372661,51.74059717
OX331RY,Garsington & Horspath Ward,-1.1718204,51.74187852
OX331RZ,Garsington & Horspath Ward,-1.17198532,51.74315646
OX331SA,Garsington & Horspath Ward,-1.17334703,51.74155658
OX331SB,Garsington & Horspath Ward,-1.17378611,51.74209915
OX331SD,Garsington & Horspath Ward,-1.17518258,51.74017581
OX331SE,Garsington & Horspath Ward,-1.17456318,51.73999163
OX331SF,Wheatley Ward,-1.13919421,51.74542952
OX331SH,Wheatley Ward,-1.14778182,51.74629232
OX331SL,Wheatley Ward,-1.13816173,51.74488248
OX331SQ,Garsington & Horspath Ward,-1.1764115,51.74029233
OX331SR,Wheatley Ward,-1.13862369,51.74648634
OX331SS,Wheatley Ward,-1.14097505,51.74546953
OX331ST,Wheatley Ward,-1.13941495,51.74677087
OX331SU,Wheatley Ward,-1.14021001,51.74609333
OX331SX,Wheatley Ward,-1.14034927,51.74409826
OX331SY,Wheatley Ward,-1.14097746,51.74381512
OX331SZ,Wheatley Ward,-1.14128415,51.74368249
OX331TA,Wheatley Ward,-1.1454097,51.74227393
OX331TB,Wheatley Ward,-1.15323477,51.74128753
OX331TD,Garsington & Horspath Ward,-1.15818192,51.74083752
OX331TE,Garsington & Horspath Ward,-1.15607194,51.74137087
OX331TF,Garsington & Horspath Ward,-1.1638597,51.74395311
OX331TG,Garsington & Horspath Ward,-1.16266292,51.74052785
OX331TH,Garsington & Horspath Ward,-1.16451449,51.74064893
OX331TJ,Garsington & Horspath Ward,-1.16124561,51.73885433
OX331TL,Garsington & Horspath Ward,-1.16197064,51.73880555
OX331TN,Garsington & Horspath Ward,-1.16243551,51.73872795
OX331TP,Wheatley Ward,-1.15088083,51.7447862
OX331TQ,Garsington & Horspath Ward,-1.16252345,51.74102138
OX331TR,Wheatley Ward,-1.15196954,51.74465919
OX331TS,Wheatley Ward,-1.14792687,51.74551112
OX331TT,Wheatley Ward,-1.14721265,51.7457487
OX331TU,Wheatley Ward,-1.14664427,51.7459334
OX331TW,Garsington & Horspath Ward,-1.16134714,51.73806381
OX331TX,Garsington & Horspath Ward,-1.15450527,51.74150348
OX331TZ,Wheatley Ward,-1.15007367,51.74534683
OX331UA,Wheatley Ward,-1.14889501,51.74563502
OX331UB,Wheatley Ward,-1.1382911,51.74645693
OX331UD,Wheatley Ward,-1.13660389,51.74530263
OX331UE,Wheatley Ward,-1.13454971,51.74668121
OX331UF,Wheatley Ward,-1.13515209,51.74623606
OX331UG,Wheatley Ward,-1.13588086,51.74599865
OX331UH,Wheatley Ward,-1.13377433,51.74632483
OX331UJ,Wheatley Ward,-1.13246897,51.74565883
OX331UL,Wheatley Ward,-1.1323912,51.74518171
OX331UN,Wheatley Ward,-1.13148726,51.74397917
OX331UP,Wheatley Ward,-1.13271996,51.74389836
OX331UQ,Wheatley Ward,-1.13811206,51.74597008
OX331UR,Wheatley Ward,-1.13524127,51.74460028
OX331US,Wheatley Ward,-1.1328917,51.74476281
OX331UT,Wheatley Ward,-1.1348005,51.745685
OX331UU,Wheatley Ward,-1.12987302,51.7443179
OX331UW,Wheatley Ward,-1.13063249,51.74323556
OX331UX,Wheatley Ward,-1.12725632,51.74330946
OX331UY,Wheatley Ward,-1.12922274,51.74348588
OX331UZ,Wheatley Ward,-1.12744085,51.74275336
OX331WT,Wheatley Ward,-1.13534541,51.74673201
OX331XA,Wheatley Ward,-1.12602554,51.74329133
OX331XB,Wheatley Ward,-1.12677764,51.74409715
OX331XD,Wheatley Ward,-1.12715169,51.74498109
OX331XE,Wheatley Ward,-1.12825748,51.74547483
OX331XF,Wheatley Ward,-1.12857857,51.74459604
OX331XH,Wheatley Ward,-1.12661167,51.74369131
OX331XJ,Wheatley Ward,-1.13706195,51.746349
OX331XP,Wheatley Ward,-1.13654904,51.74665994
OX331XT,Wheatley Ward,-1.13856895,51.74707937
OX331XU,Wheatley Ward,-1.14159678,51.74705656
OX331XW,Wheatley Ward,-1.12885528,51.74752931
OX331XX,Wheatley Ward,-1.14054086,51.74774118
OX331XY,Wheatley Ward,-1.13831271,51.74684371
OX331YA,Wheatley Ward,-1.13390803,51.74766554
OX331YB,Wheatley Ward,-1.13730376,51.74430073
OX331YD,Wheatley Ward,-1.13034139,51.74632647
OX331YE,Wheatley Ward,-1.12875779,51.74582021
OX331YF,Wheatley Ward,-1.12910871,51.7448967
OX331YG,Wheatley Ward,-1.12977279,51.74576479
OX331YH,Wheatley Ward,-1.12552462,51.74522975
OX331YJ,Wheatley Ward,-1.12655211,51.74602863
OX331YL,Wheatley Ward,-1.12513614,51.7443457
OX331YN,Wheatley Ward,-1.13553452,51.74820801
OX331YP,Wheatley Ward,-1.13739586,51.74859032
OX331YQ,Wheatley Ward,-1.12804433,51.74601273
OX331YS,Wheatley Ward,-1.12743755,51.74668259
OX331YT,Wheatley Ward,-1.12832015,51.7467341
OX331YW,Wheatley Ward,-1.12619376,51.74658344
OX331YX,Wheatley Ward,-1.12748146,51.74741123
OX331YY,Wheatley Ward,-1.126558,51.74722453
OX331YZ,Wheatley Ward,-1.11682209,51.74137931
OX331ZD,Wheatley Ward,-1.13197469,51.74726465
OX394AA,Chinnor Ward,-0.92817969,51.71668389
OX394AB,Chinnor Ward,-0.89093813,51.70468509
OX394AD,Chinnor Ward,-0.89548118,51.71482557
OX394AE,Chinnor Ward,-0.89682427,51.71614199
OX394AF,Chinnor Ward,-0.89990833,51.71909323
OX394AG,Chinnor Ward,-0.90028328,51.7203466
OX394AH,Chinnor Ward,-0.9008214,51.72143963
OX394AJ,Chinnor Ward,-0.91195746,51.72674038
OX394AL,Chinnor Ward,-0.89859371,51.71719265
OX394AP,Chinnor Ward,-0.90025468,51.71973489
OX394AQ,Chinnor Ward,-0.89534476,51.71388914
OX394AS,Chinnor Ward,-0.90843074,51.70663819
OX394AU,Chinnor Ward,-0.90133193,51.70813659
OX394AW,Chinnor Ward,-0.90717563,51.69927136
OX394AZ,Chinnor Ward,-0.89657508,51.698435
OX394BA,Chinnor Ward,-0.89979173,51.69289033
OX394BB,Chinnor Ward,-0.89870691,51.69585641
OX394BD,Chinnor Ward,-0.89894481,51.6920192
OX394BE,Chinnor Ward,-0.90189182,51.6892144
OX394BF,Chinnor Ward,-0.91507979,51.70637606
OX394BG,Chinnor Ward,-0.89918405,51.6887215
OX394BH,Bledlow and Bradenham Ward,-0.89351212,51.69350575
OX394BL,Bledlow and Bradenham Ward,-0.88866376,51.70005989
OX394BN,Chinnor Ward,-0.89193231,51.68829369
OX394BP,Bledlow and Bradenham Ward,-0.88177394,51.68841327
OX394BQ,Chinnor Ward,-0.89592986,51.69047133
OX394BS,Chinnor Ward,-0.9044124,51.68608186
OX394BT,Chinnor Ward,-0.90504911,51.6818797
OX394BU,Chinnor Ward,-0.89759781,51.6795891
OX394BW,Chinnor Ward,-0.88798999,51.68564887
OX394BX,Chinnor Ward,-0.8964587,51.67885008
OX394BY,Stokenchurch and Radnage Ward,-0.89162761,51.6770872
OX394BZ,Chinnor Ward,-0.90804005,51.69522416
OX394DA,Chinnor Ward,-0.90435963,51.68108201
OX394DB,Chinnor Ward,-0.90746594,51.69563244
OX394DD,Chinnor Ward,-0.90916022,51.69376893
OX394DE,Chinnor Ward,-0.90852762,51.69420364
OX394DF,Chinnor Ward,-0.91022544,51.69399461
OX394DG,Chinnor Ward,-0.90918606,51.69509993
OX394DH,Chinnor Ward,-0.90643882,51.70402108
OX394DJ,Chinnor Ward,-0.90589185,51.7038991
OX394DL,Chinnor Ward,-0.90818285,51.70611438
OX394DN,Chinnor Ward,-0.90838221,51.70564866
OX394DP,Chinnor Ward,-0.90921297,51.7054046
OX394DQ,Chinnor Ward,-0.90059005,51.70829151
OX394DR,Chinnor Ward,-0.90819029,51.70460384
OX394DS,Chinnor Ward,-0.90878479,51.70455541
OX394DT,Chinnor Ward,-0.91152235,51.70505736
OX394DU,Chinnor Ward,-0.90934404,51.70597229
OX394DW,Chinnor Ward,-0.90641092,51.70637664
OX394DX,Chinnor Ward,-0.91092762,51.70631967
OX394DY,Chinnor Ward,-0.91206011,51.7073732
OX394DZ,Chinnor Ward,-0.90728313,51.70681635
OX394EA,Chinnor Ward,-0.9032505,51.70839729
OX394EB,Chinnor Ward,-0.90229083,51.7079837
OX394ED,Chinnor Ward,-0.89944959,51.71055572
OX394EE,Chinnor Ward,-0.90649847,51.70754637
OX394EF,Chinnor Ward,-0.9088455,51.70023099
OX394EG,Chinnor Ward,-0.90712087,51.70754317
OX394EH,Chinnor Ward,-0.90818255,51.70732824
OX394EJ,Chinnor Ward,-0.90599046,51.70820703
OX394EL,Chinnor Ward,-0.90920947,51.70675332
OX394EN,Chinnor Ward,-0.90769515,51.70713489
OX394EP,Chinnor Ward,-0.9047556,51.706604
OX394EQ,Chinnor Ward,-0.90761191,51.70818614
OX394ER,Chinnor Ward,-0.90611731,51.69815554
OX394ET,Chinnor Ward,-0.90934489,51.70112579
OX394EU,Chinnor Ward,-0.91093136,51.69893756
OX394EW,Chinnor Ward,-0.91240063,51.70584777
OX394EX,Chinnor Ward,-0.90715004,51.70033213
OX394EY,Chinnor Ward,-0.90558452,51.69924756
OX394EZ,Chinnor Ward,-0.90618567,51.69892046
OX394FA,Chinnor Ward,-0.91541801,51.70675684
OX394FB,Chinnor Ward,-0.91483365,51.70698522
OX394FD,Chinnor Ward,-0.90489177,51.70276583
OX394FE,Chinnor Ward,-0.90795852,51.69980913
OX394FF,Chinnor Ward,-0.91549428,51.70477937
OX394FG,Chinnor Ward,-0.91562197,51.70549089
OX394FH,Chinnor Ward,-0.90364563,51.70881459
OX394FJ,Chinnor Ward,-0.90859304,51.69749519
OX394FL,Chinnor Ward,-0.90881981,51.69649024
OX394FN,Chinnor Ward,-0.90988401,51.69676087
OX394FP,Chinnor Ward,-0.91400602,51.70588958
OX394FQ,Chinnor Ward,-0.91378386,51.69462999
OX394FR,Chinnor Ward,-0.91386508,51.69546697
OX394FS,Chinnor Ward,-0.91295455,51.69361527
OX394FT,Chinnor Ward,-0.91175872,51.69400882
OX394FU,Chinnor Ward,-0.90119714,51.7101135
OX394FW,Chinnor Ward,-0.91347147,51.69498677
OX394FX,Chinnor Ward,-0.91504245,51.69886768
OX394FY,Chinnor Ward,-0.90226641,51.71018643
OX394FZ,Chinnor Ward,-0.90019696,51.71017607
OX394GA,Chinnor Ward,-0.92041195,51.70307128
OX394GB,Chinnor Ward,-0.91937368,51.70291787
OX394GD,Chinnor Ward,-0.9202665,51.70249448
OX394GP,Chinnor Ward,-0.91566574,51.6957983
OX394HA,Chinnor Ward,-0.90749037,51.70002058
OX394HB,Chinnor Ward,-0.91247239,51.699842
OX394HD,Chinnor Ward,-0.91225278,51.69934542
OX394HE,Chinnor Ward,-0.91357375,51.69856638
OX394HF,Chinnor Ward,-0.91227262,51.69791594
OX394HG,Chinnor Ward,-0.91430048,51.6978268
OX394HH,Chinnor Ward,-0.91421883,51.6970078
OX394HJ,Chinnor Ward,-0.91463355,51.69660701
OX394HL,Chinnor Ward,-0.91153528,51.6972887
OX394HN,Chinnor Ward,-0.91288536,51.69710338
OX394HP,Chinnor Ward,-0.91587149,51.69566533
OX394HQ,Chinnor Ward,-0.91527354,51.69707149
OX394HR,Chinnor Ward,-0.91642733,51.69662357
OX394HS,Chinnor Ward,-0.91650983,51.69680416
OX394HT,Chinnor Ward,-0.91863233,51.69881086
OX394HU,Chinnor Ward,-0.92307296,51.70131535
OX394HW,Chinnor Ward,-0.914523,51.69639019
OX394HX,Chinnor Ward,-0.91589592,51.69827312
OX394HY,Chinnor Ward,-0.91582116,51.6977689
OX394HZ,Chinnor Ward,-0.90996139,51.70076286
OX394JA,Chinnor Ward,-0.90969216,51.69992414
OX394JB,Chinnor Ward,-0.9095229,51.6991403
OX394JD,Chinnor Ward,-0.9089719,51.69858669
OX394JE,Chinnor Ward,-0.91083657,51.6980645
OX394JF,Chinnor Ward,-0.91014497,51.69914607
OX394JG,Chinnor Ward,-0.90896236,51.69958467
OX394JH,Chinnor Ward,-0.90767149,51.69790923
OX394JJ,Chinnor Ward,-0.90848633,51.69832143
OX394JL,Chinnor Ward,-0.90973408,51.6987826
OX394JN,Chinnor Ward,-0.90925716,51.69815774
OX394JP,Chinnor Ward,-0.90862147,51.69871831
OX394JQ,Chinnor Ward,-0.90786617,51.69883718
OX394JR,Chinnor Ward,-0.91302642,51.69906486
OX394JS,Chinnor Ward,-0.91640819,51.69923995
OX394JT,Chinnor Ward,-0.91720013,51.69879767
OX394JU,Chinnor Ward,-0.91774265,51.69971082
OX394JW,Chinnor Ward,-0.91365941,51.69740726
OX394JX,Chinnor Ward,-0.91867507,51.7000521
OX394JY,Chinnor Ward,-0.91965465,51.70084338
OX394JZ,Chinnor Ward,-0.92127222,51.70097514
OX394LA,Chinnor Ward,-0.93498991,51.71455186
OX394LB,Chinnor Ward,-0.93431183,51.71445579
OX394LD,Chinnor Ward,-0.93339156,51.71419567
OX394LE,Chinnor Ward,-0.93397413,51.71342767
OX394LF,Chinnor Ward,-0.93423303,51.71411339
OX394LG,Chinnor Ward,-0.93441663,51.71369245
OX394LH,Chinnor Ward,-0.93554163,51.71078034
OX394LJ,Chinnor Ward,-0.9406733,51.71106051
OX394LL,Chinnor Ward,-0.94060473,51.71089804
OX394LN,Chinnor Ward,-0.94022596,51.71100253
OX394LP,Chinnor Ward,-0.94321578,51.71127223
OX394LQ,Chinnor Ward,-0.93509836,51.71301526
OX394LR,Chinnor Ward,-0.94201679,51.71117153
OX394LS,Chinnor Ward,-0.9426103,51.71054745
OX394LT,Chinnor Ward,-0.94383319,51.71086417
OX394LU,Chinnor Ward,-0.9444699,51.7108699
OX394LW,Chinnor Ward,-0.94149669,51.71051045
OX394LX,Chinnor Ward,-0.94422158,51.71034614
OX394LY,Chinnor Ward,-0.94603532,51.71139648
OX394LZ,Chinnor Ward,-0.94905008,51.71246653
OX394NA,Chinnor Ward,-0.95194247,51.71445257
OX394NB,Chinnor Ward,-0.94493818,51.71002889
OX394ND,Chinnor Ward,-0.9456663,51.7098376
OX394NE,Chinnor Ward,-0.94600492,51.70896846
OX394NF,Chinnor Ward,-0.94800258,51.70832998
OX394NG,Chinnor Ward,-0.94437901,51.70855823
OX394NH,Chinnor Ward,-0.96250027,51.70156235
OX394NJ,Chinnor Ward,-0.94872111,51.70730238
OX394NL,Chinnor Ward,-0.94994075,51.70463377
OX394NQ,Chinnor Ward,-0.95627464,51.70358426
OX394NS,Thame Ward,-0.97874391,51.74814669
OX394NX,Chinnor Ward,-0.90254396,51.70231233
OX394PA,Chinnor Ward,-0.90494359,51.70121975
OX394PB,Chinnor Ward,-0.90524193,51.70025143
OX394PD,Chinnor Ward,-0.90499433,51.69971862
OX394PE,Chinnor Ward,-0.9040488,51.70112149
OX394PF,Chinnor Ward,-0.90396548,51.70217274
OX394PG,Chinnor Ward,-0.90532892,51.70204157
OX394PH,Chinnor Ward,-0.90674153,51.70227052
OX394PJ,Chinnor Ward,-0.90711112,51.70314615
OX394PL,Chinnor Ward,-0.90749141,51.70297885
OX394PN,Chinnor Ward,-0.90845326,51.70209761
OX394PP,Chinnor Ward,-0.90668014,51.69881717
OX394PQ,Chinnor Ward,-0.90759024,51.70128034
